brsr_id,brsr_text,brsr_match_type,brsr_mapping_semantics,gri_code_from_brsr,gri_standard,gri_disclosure,gri_granularity,esrs_datapoint_id,esrs_sheet,esrs_topic_code,esrs_dr,esrs_paragraph,esrs_name,esrs_data_type,gri_esrs_source,interop_mapping_type,interop_esrs_requirement,mapping_chain,mapping_confidence,gri_parent_disclosure,esrs_expansion_count,expansion_class,precision_class,precision_reason,candidate_status
P6-E8,"Provide details related to waste management by the entity, in the following format: Total Waste generated (in metric tonnes) Plastic waste (A) E-waste (B) Bio-medical waste © Construction and demolition waste (D) Battery waste (E) Radioactive waste (F) Other Hazardous waste. Please specify, if any. (G) Other Non-hazardous waste generated (H). Please specify, if any. (Break-up by composition i.e. by materials relevant to the sector) Total (A+B + C + D + E + F + G + H) For each category of waste generated, total waste recovered through recycling, re-using or other recovery operations (in metric tonnes) (I) Recycled (ii) Re-used (iii) Other recovery operations Total",direct,direct,306-4-A,GRI 306,306-4,requirement,E5-5_08,ESRS E5,E5,E5-5,37 b,"Waste diverted from disposal, breakdown by hazardous and non-hazardous waste and treatment type",Table/Mass,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS E5 E5-5 §37 (b), §38 and §40",BRSR -> GRI -> ESRS,transitive_official,306-4,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-E8,"Provide details related to waste management by the entity, in the following format: Total Waste generated (in metric tonnes) Plastic waste (A) E-waste (B) Bio-medical waste © Construction and demolition waste (D) Battery waste (E) Radioactive waste (F) Other Hazardous waste. Please specify, if any. (G) Other Non-hazardous waste generated (H). Please specify, if any. (Break-up by composition i.e. by materials relevant to the sector) Total (A+B + C + D + E + F + G + H) For each category of waste generated, total waste recovered through recycling, re-using or other recovery operations (in metric tonnes) (I) Recycled (ii) Re-used (iii) Other recovery operations Total",direct,direct,306-4-B-I-III,GRI 306,306-4,requirement,E5-5_08,ESRS E5,E5,E5-5,37 b,"Waste diverted from disposal, breakdown by hazardous and non-hazardous waste and treatment type",Table/Mass,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS E5 E5-5 §37 (b), §38 and §40",BRSR -> GRI -> ESRS,transitive_official,306-4,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-E8,"Provide details related to waste management by the entity, in the following format: Total Waste generated (in metric tonnes) Plastic waste (A) E-waste (B) Bio-medical waste © Construction and demolition waste (D) Battery waste (E) Radioactive waste (F) Other Hazardous waste. Please specify, if any. (G) Other Non-hazardous waste generated (H). Please specify, if any. (Break-up by composition i.e. by materials relevant to the sector) Total (A+B + C + D + E + F + G + H) For each category of waste generated, total waste recovered through recycling, re-using or other recovery operations (in metric tonnes) (I) Recycled (ii) Re-used (iii) Other recovery operations Total",direct,direct,306-4-C-I-III,GRI 306,306-4,requirement,E5-5_08,ESRS E5,E5,E5-5,37 b,"Waste diverted from disposal, breakdown by hazardous and non-hazardous waste and treatment type",Table/Mass,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS E5 E5-5 §37 (b), §38 and §40",BRSR -> GRI -> ESRS,transitive_official,306-4,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-E8,"Provide details related to waste management by the entity, in the following format: Total Waste generated (in metric tonnes) Plastic waste (A) E-waste (B) Bio-medical waste © Construction and demolition waste (D) Battery waste (E) Radioactive waste (F) Other Hazardous waste. Please specify, if any. (G) Other Non-hazardous waste generated (H). Please specify, if any. (Break-up by composition i.e. by materials relevant to the sector) Total (A+B + C + D + E + F + G + H) For each category of waste generated, total waste recovered through recycling, re-using or other recovery operations (in metric tonnes) (I) Recycled (ii) Re-used (iii) Other recovery operations Total",direct,direct,306-5-A,GRI 306,306-5,requirement,E5-5_09,ESRS E5,E5,E5-5,37 c,"Waste directed to disposal, breakdown by hazardous and non-hazardous waste and treatment type",Table/Mass,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS E5 E5-5 §37 (c), §38 and §40",BRSR -> GRI -> ESRS,transitive_official,306-5,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-E8,"Provide details related to waste management by the entity, in the following format: Total Waste generated (in metric tonnes) Plastic waste (A) E-waste (B) Bio-medical waste © Construction and demolition waste (D) Battery waste (E) Radioactive waste (F) Other Hazardous waste. Please specify, if any. (G) Other Non-hazardous waste generated (H). Please specify, if any. (Break-up by composition i.e. by materials relevant to the sector) Total (A+B + C + D + E + F + G + H) For each category of waste generated, total waste recovered through recycling, re-using or other recovery operations (in metric tonnes) (I) Recycled (ii) Re-used (iii) Other recovery operations Total",direct,direct,306-5-B-I-III,GRI 306,306-5,requirement,E5-5_09,ESRS E5,E5,E5-5,37 c,"Waste directed to disposal, breakdown by hazardous and non-hazardous waste and treatment type",Table/Mass,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS E5 E5-5 §37 (c), §38 and §40",BRSR -> GRI -> ESRS,transitive_official,306-5,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-E8,"Provide details related to waste management by the entity, in the following format: Total Waste generated (in metric tonnes) Plastic waste (A) E-waste (B) Bio-medical waste © Construction and demolition waste (D) Battery waste (E) Radioactive waste (F) Other Hazardous waste. Please specify, if any. (G) Other Non-hazardous waste generated (H). Please specify, if any. (Break-up by composition i.e. by materials relevant to the sector) Total (A+B + C + D + E + F + G + H) For each category of waste generated, total waste recovered through recycling, re-using or other recovery operations (in metric tonnes) (I) Recycled (ii) Re-used (iii) Other recovery operations Total",direct,direct,306-5-C-I-IV,GRI 306,306-5,requirement,E5-5_09,ESRS E5,E5,E5-5,37 c,"Waste directed to disposal, breakdown by hazardous and non-hazardous waste and treatment type",Table/Mass,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS E5 E5-5 §37 (c), §38 and §40",BRSR -> GRI -> ESRS,transitive_official,306-5,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-E8,"Provide details related to waste management by the entity, in the following format: Total Waste generated (in metric tonnes) Plastic waste (A) E-waste (B) Bio-medical waste © Construction and demolition waste (D) Battery waste (E) Radioactive waste (F) Other Hazardous waste. Please specify, if any. (G) Other Non-hazardous waste generated (H). Please specify, if any. (Break-up by composition i.e. by materials relevant to the sector) Total (A+B + C + D + E + F + G + H) For each category of waste generated, total waste recovered through recycling, re-using or other recovery operations (in metric tonnes) (I) Recycled (ii) Re-used (iii) Other recovery operations Total",direct,direct,306-5,GRI 306,306-5,disclosure,E5-5_09,ESRS E5,E5,E5-5,37 c,"Waste directed to disposal, breakdown by hazardous and non-hazardous waste and treatment type",Table/Mass,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS E5 E5-5 §37 (c), §38 and §40",BRSR -> GRI -> ESRS,transitive_official,306-5,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-L2,Water discharge by destination and level of treatment (in kilolitres) (i) To Surface water - No treatment - With treatment – please specify level of treatment (ii) To Groundwater - No treatment - With treatment – please specify level of treatment (iii) To Seawater - No treatment - With treatment – please specify level of treatment (iv) Sent to third-parties - No treatment - With treatment – please specify level of treatment (v) Others - No treatment - With treatment – please specify level of treatment Total water discharged (in kilolitres),direct,direct,303-4-A-I-IV,GRI 303,303-4,requirement,E3-4_12,ESRS E3,E3,E3-4,AR 32,Total water discharges,Volume,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E3 E3-4 §AR 32,BRSR -> GRI -> ESRS,transitive_official,303-4,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-L2,Water discharge by destination and level of treatment (in kilolitres) (i) To Surface water - No treatment - With treatment – please specify level of treatment (ii) To Groundwater - No treatment - With treatment – please specify level of treatment (iii) To Seawater - No treatment - With treatment – please specify level of treatment (iv) Sent to third-parties - No treatment - With treatment – please specify level of treatment (v) Others - No treatment - With treatment – please specify level of treatment Total water discharged (in kilolitres),direct,direct,303-4,GRI 303,303-4,disclosure,E3-4_12,ESRS E3,E3,E3-4,AR 32,Total water discharges,Volume,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E3 E3-4 §AR 32,BRSR -> GRI -> ESRS,transitive_official,303-4,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-L3,"Water withdrawal, consumption and discharge in areas of water stress (in kilolitres): For each facility / plant located in areas of water stress, provide the following information: (i) Name of the area (ii) Nature of operations (iii) Water withdrawal, consumption and discharge in the following format: Water withdrawal by source (in kilolitres) – with breakup Water discharge by destination and level of treatment (in kilolitres) – with breakup",direct,direct,303-3-B-I-IV,GRI 303,303-3,requirement,E3-4_11,ESRS E3,E3,E3-4,AR 32,Total water withdrawals,Volume,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E3 E3-4 §AR 32,BRSR -> GRI -> ESRS,transitive_official,303-3,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-L3,"Water withdrawal, consumption and discharge in areas of water stress (in kilolitres): For each facility / plant located in areas of water stress, provide the following information: (i) Name of the area (ii) Nature of operations (iii) Water withdrawal, consumption and discharge in the following format: Water withdrawal by source (in kilolitres) – with breakup Water discharge by destination and level of treatment (in kilolitres) – with breakup",direct,direct,303-4-A-I-II,GRI 303,303-4,requirement,E3-4_12,ESRS E3,E3,E3-4,AR 32,Total water discharges,Volume,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E3 E3-4 §AR 32,BRSR -> GRI -> ESRS,transitive_official,303-4,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-L3,"Water withdrawal, consumption and discharge in areas of water stress (in kilolitres): For each facility / plant located in areas of water stress, provide the following information: (i) Name of the area (ii) Nature of operations (iii) Water withdrawal, consumption and discharge in the following format: Water withdrawal by source (in kilolitres) – with breakup Water discharge by destination and level of treatment (in kilolitres) – with breakup",direct,direct,303-3,GRI 303,303-3,disclosure,E3-4_11,ESRS E3,E3,E3-4,AR 32,Total water withdrawals,Volume,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E3 E3-4 §AR 32,BRSR -> GRI -> ESRS,transitive_official,303-3,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-L3,"Water withdrawal, consumption and discharge in areas of water stress (in kilolitres): For each facility / plant located in areas of water stress, provide the following information: (i) Name of the area (ii) Nature of operations (iii) Water withdrawal, consumption and discharge in the following format: Water withdrawal by source (in kilolitres) – with breakup Water discharge by destination and level of treatment (in kilolitres) – with breakup",direct,direct,303-4,GRI 303,303-4,disclosure,E3-4_12,ESRS E3,E3,E3-4,AR 32,Total water discharges,Volume,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E3 E3-4 §AR 32,BRSR -> GRI -> ESRS,transitive_official,303-4,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-L4,"Please provide details of total Scope 3 emissions & its intensity, in the following format: Total Scope 3 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 3 emissions per rupee of turnover Total Scope 3 emission intensity (optional) – The relevant metric may be selected by the entity",direct,direct,305-4-A,GRI 305,305-4,requirement,E1-6_30,ESRS E1,E1,E1-6,53,"GHG emissions intensity, location-based (total GHG emissions per net revenue)",Intensity,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS E1 E1-6 §53; §AR 39 (c),BRSR -> GRI -> ESRS,transitive_official,305-4,2,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P6-L4,"Please provide details of total Scope 3 emissions & its intensity, in the following format: Total Scope 3 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 3 emissions per rupee of turnover Total Scope 3 emission intensity (optional) – The relevant metric may be selected by the entity",direct,direct,305-4-A,GRI 305,305-4,requirement,E1-6_31,ESRS E1,E1,E1-6,53,"GHG emissions intensity, market-based (total GHG emissions per net revenue)",Intensity,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS E1 E1-6 §53; §AR 39 (c),BRSR -> GRI -> ESRS,transitive_official,305-4,2,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P6-L4,"Please provide details of total Scope 3 emissions & its intensity, in the following format: Total Scope 3 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 3 emissions per rupee of turnover Total Scope 3 emission intensity (optional) – The relevant metric may be selected by the entity",direct,direct,305-4-B,GRI 305,305-4,requirement,E1-6_30,ESRS E1,E1,E1-6,53,"GHG emissions intensity, location-based (total GHG emissions per net revenue)",Intensity,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS E1 E1-6 §53; §AR 39 (c),BRSR -> GRI -> ESRS,transitive_official,305-4,2,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P6-L4,"Please provide details of total Scope 3 emissions & its intensity, in the following format: Total Scope 3 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 3 emissions per rupee of turnover Total Scope 3 emission intensity (optional) – The relevant metric may be selected by the entity",direct,direct,305-4-B,GRI 305,305-4,requirement,E1-6_31,ESRS E1,E1,E1-6,53,"GHG emissions intensity, market-based (total GHG emissions per net revenue)",Intensity,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS E1 E1-6 §53; §AR 39 (c),BRSR -> GRI -> ESRS,transitive_official,305-4,2,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P6-L4,"Please provide details of total Scope 3 emissions & its intensity, in the following format: Total Scope 3 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 3 emissions per rupee of turnover Total Scope 3 emission intensity (optional) – The relevant metric may be selected by the entity",direct,direct,305-4-C,GRI 305,305-4,requirement,E1-6_30,ESRS E1,E1,E1-6,53,"GHG emissions intensity, location-based (total GHG emissions per net revenue)",Intensity,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS E1 E1-6 §53; §AR 39 (c),BRSR -> GRI -> ESRS,transitive_official,305-4,2,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P6-L4,"Please provide details of total Scope 3 emissions & its intensity, in the following format: Total Scope 3 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 3 emissions per rupee of turnover Total Scope 3 emission intensity (optional) – The relevant metric may be selected by the entity",direct,direct,305-4-C,GRI 305,305-4,requirement,E1-6_31,ESRS E1,E1,E1-6,53,"GHG emissions intensity, market-based (total GHG emissions per net revenue)",Intensity,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS E1 E1-6 §53; §AR 39 (c),BRSR -> GRI -> ESRS,transitive_official,305-4,2,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P6-L4,"Please provide details of total Scope 3 emissions & its intensity, in the following format: Total Scope 3 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 3 emissions per rupee of turnover Total Scope 3 emission intensity (optional) – The relevant metric may be selected by the entity",direct,direct,305-4,GRI 305,305-4,disclosure,E1-6_30,ESRS E1,E1,E1-6,53,"GHG emissions intensity, location-based (total GHG emissions per net revenue)",Intensity,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS E1 E1-6 §53; §AR 39 (c),BRSR -> GRI -> ESRS,transitive_official,305-4,2,small_expansion,review,small_expansion_disclosure_level,candidate
P6-L4,"Please provide details of total Scope 3 emissions & its intensity, in the following format: Total Scope 3 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 3 emissions per rupee of turnover Total Scope 3 emission intensity (optional) – The relevant metric may be selected by the entity",direct,direct,305-4,GRI 305,305-4,disclosure,E1-6_31,ESRS E1,E1,E1-6,53,"GHG emissions intensity, market-based (total GHG emissions per net revenue)",Intensity,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS E1 E1-6 §53; §AR 39 (c),BRSR -> GRI -> ESRS,transitive_official,305-4,2,small_expansion,review,small_expansion_disclosure_level,candidate
P6-L5,"With respect to the ecologically sensitive areas reported at Question 10 of Essential Indicators above, provide details of significant direct & indirect impact of the entity on biodiversity in such areas along- with prevention and remediation activities.",direct,direct,304-3-A,GRI 304,304-3,requirement,E4-3_14,ESRS E4,E4,E4-3,AR 20 e,Key action plan is carried out only by undertaking (individual action) using its resources (biodiversity and ecosystems),semi-narrative,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E4 E4-3 §28 (b) and §AR 20 (e); E4-4 §AR 26 (a),BRSR -> GRI -> ESRS,transitive_official,304-3,2,small_expansion,review,small_expansion_partial_requirement,candidate
P6-L5,"With respect to the ecologically sensitive areas reported at Question 10 of Essential Indicators above, provide details of significant direct & indirect impact of the entity on biodiversity in such areas along- with prevention and remediation activities.",direct,direct,304-3-A,GRI 304,304-3,requirement,E4-3_15,ESRS E4,E4,E4-3,AR 20 e,"Key action plan is part of wider action plan (collective action), of which undertaking is member (biodiversity and ecosystems)",semi-narrative,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E4 E4-3 §28 (b) and §AR 20 (e); E4-4 §AR 26 (a),BRSR -> GRI -> ESRS,transitive_official,304-3,2,small_expansion,review,small_expansion_partial_requirement,candidate
P6-L5,"With respect to the ecologically sensitive areas reported at Question 10 of Essential Indicators above, provide details of significant direct & indirect impact of the entity on biodiversity in such areas along- with prevention and remediation activities.",direct,direct,304-3,GRI 304,304-3,disclosure,E4-3_14,ESRS E4,E4,E4-3,AR 20 e,Key action plan is carried out only by undertaking (individual action) using its resources (biodiversity and ecosystems),semi-narrative,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E4 E4-3 §28 (b) and §AR 20 (e); E4-4 §AR 26 (a),BRSR -> GRI -> ESRS,transitive_official,304-3,2,small_expansion,review,small_expansion_partial_requirement,candidate
P6-L5,"With respect to the ecologically sensitive areas reported at Question 10 of Essential Indicators above, provide details of significant direct & indirect impact of the entity on biodiversity in such areas along- with prevention and remediation activities.",direct,direct,304-3,GRI 304,304-3,disclosure,E4-3_15,ESRS E4,E4,E4-3,AR 20 e,"Key action plan is part of wider action plan (collective action), of which undertaking is member (biodiversity and ecosystems)",semi-narrative,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E4 E4-3 §28 (b) and §AR 20 (e); E4-4 §AR 26 (a),BRSR -> GRI -> ESRS,transitive_official,304-3,2,small_expansion,review,small_expansion_partial_requirement,candidate
P8-L4,"Details of the benefits derived and shared from the intellectual properties owned or acquired by your entity (in the current financial year), based on traditional knowledge: - Intellectual Property based on traditional knowledge - Owned/ Acquired (Yes/No) - Benefit shared (Yes / No) - Basis of calculating benefit share",can_be_covered_by,partial,201-1-A,GRI 201,201-1,requirement,SBM-1_06,ESRS 2,ESRS 2,SBM-1,40 b,Total revenue,Monetary,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS 2 SBM-1 §40 (b),BRSR -> GRI -> ESRS,transitive_official,201-1,1,one_to_one,review,one_to_one_partial_requirement,candidate
P9-E3,Number of consumer complaints in respect of the following: Data privacy Advertising Cyber-security Delivery of essential services Restrictive Trade Practices Unfair Trade Practices Other,direct,direct,418-1-A-I-II,GRI 418,418-1,requirement,S4-3_13,ESRS S4,S4,S4-3,AR 23,Number of complaints received from consumers and/or end users during the reporting period,Integer,GRI-EFRAG-Nov2024-datapoint-mapping,,,BRSR -> GRI -> ESRS,transitive_official,418-1,1,one_to_one,review,one_to_one_without_interop_evidence,candidate
P9-E3,Number of consumer complaints in respect of the following: Data privacy Advertising Cyber-security Delivery of essential services Restrictive Trade Practices Unfair Trade Practices Other,direct,direct,418-1-B,GRI 418,418-1,requirement,S4-3_13,ESRS S4,S4,S4-3,AR 23,Number of complaints received from consumers and/or end users during the reporting period,Integer,GRI-EFRAG-Nov2024-datapoint-mapping,,,BRSR -> GRI -> ESRS,transitive_official,418-1,1,one_to_one,review,one_to_one_without_interop_evidence,candidate
P9-E3,Number of consumer complaints in respect of the following: Data privacy Advertising Cyber-security Delivery of essential services Restrictive Trade Practices Unfair Trade Practices Other,direct,direct,418-1,GRI 418,418-1,disclosure,S4-3_13,ESRS S4,S4,S4-3,AR 23,Number of complaints received from consumers and/or end users during the reporting period,Integer,GRI-EFRAG-Nov2024-datapoint-mapping,,,BRSR -> GRI -> ESRS,transitive_official,418-1,1,one_to_one,review,one_to_one_without_interop_evidence,candidate
P9-L5,Provide the following information relating to data breaches: a. Number of instances of data breaches along with impact b. Percentage of data breaches involving personally identifiable information of customers,direct,direct,418-1-A,GRI 418,418-1,requirement,S4-3_13,ESRS S4,S4,S4-3,AR 23,Number of complaints received from consumers and/or end users during the reporting period,Integer,GRI-EFRAG-Nov2024-datapoint-mapping,,,BRSR -> GRI -> ESRS,transitive_official,418-1,1,one_to_one,review,one_to_one_without_interop_evidence,candidate
P9-L5,Provide the following information relating to data breaches: a. Number of instances of data breaches along with impact b. Percentage of data breaches involving personally identifiable information of customers,direct,direct,418-1,GRI 418,418-1,disclosure,S4-3_13,ESRS S4,S4,S4-3,AR 23,Number of complaints received from consumers and/or end users during the reporting period,Integer,GRI-EFRAG-Nov2024-datapoint-mapping,,,BRSR -> GRI -> ESRS,transitive_official,418-1,1,one_to_one,review,one_to_one_without_interop_evidence,candidate
