brsr_id,gri_code,gri_disclosure,esrs_datapoint_id,esrs_sheet,esrs_topic_code,esrs_dr,esrs_name,esrs_data_type,brsr_match_type,brsr_mapping_semantics,brsr_evidence_source,gri_esrs_match_level,expansion_count,expansion_class,interop_support,evidence_tier
A18a,2-7-B-I-II,2-7,S1-6_06,ESRS S1,S1,S1-6,Average number of employees in countries with 50 or more employees representing at least 10% of total number of employees,Table 2/Decimal,direct,direct,table1,disclosure,19,high,direct,review
A18a,2-7-B-I-II,2-7,S1-6_07,ESRS S1,S1,S1-6,Characteristics of undertaking's employees - information on employees by contract type and gender  [table],Table 3,direct,direct,table1,disclosure,19,high,direct,review
A18a,2-7-B-I-II,2-7,S1-6_08,ESRS S1,S1,S1-6,Characteristics of undertaking's employees - information on employees by region [table],Table 3,direct,direct,table1,disclosure,19,high,direct,review
A18a,2-7-B-I-II,2-7,S1-6_09,ESRS S1,S1,S1-6,Number of employees (head count or full-time equivalent),Table 3/Decimal,direct,direct,table1,disclosure,19,high,direct,review
A18a,2-7-B-I-II,2-7,S1-6_10,ESRS S1,S1,S1-6,Average number of employees (head count or full-time equivalent),Table 3/Decimal,direct,direct,table1,disclosure,19,high,direct,review
A18a,2-7-B-I-II,2-7,S1-6_13,ESRS S1,S1,S1-6,Description of methodologies and assumptions used to compile data (employees),narrative,direct,direct,table1,disclosure,19,high,direct,review
A18a,2-7-B-I-II,2-7,S1-6_14,ESRS S1,S1,S1-6,Employees numbers are reported in head count or full-time equivalent,semi-narrative,direct,direct,table1,disclosure,19,high,direct,review
A18a,2-7-B-I-II,2-7,S1-6_15,ESRS S1,S1,S1-6,Employees numbers are reported at end of reporting period/average/other methodology,semi-narrative,direct,direct,table1,disclosure,19,high,direct,review
A18a,2-7-B-I-II,2-7,S1-6_16,ESRS S1,S1,S1-6,Disclosure of contextual information necessary to understand data (employees),narrative,direct,direct,table1,disclosure,19,high,direct,review
A18a,2-7-B-I-II,2-7,S1-6_18,ESRS S1,S1,S1-6,Further detailed breakdown by gender and by region [table],Table 4,direct,direct,table1,disclosure,19,high,direct,review
A18a,2-7-B-I-II,2-7,S1-6_19,ESRS S1,S1,S1-6,Number of full-time employees by head count or full time equivalent,Table 4 Decimal/Integer,direct,direct,table1,disclosure,19,high,direct,review
A18a,2-7-B-I-II,2-7,S1-6_20,ESRS S1,S1,S1-6,Number of part-time employees by head count or full time equivalent,Table 4 Decimal/Integer,direct,direct,table1,disclosure,19,high,direct,review
A24,3-3-D-I-II,3-3,BP-2_24,ESRS 2,ESRS 2,BP-2,Description of any time-bound targets set related to sustainability matters assessed to be material (phase-in) and progress made towards achieving those targets,narrative/numerical,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,BP-2_25,ESRS 2,ESRS 2,BP-2,Description of policies related to sustainability matters assessed to be material (phase-in),narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,BP-2_26,ESRS 2,ESRS 2,BP-2,"Description of actions taken to identify, monitor, prevent, mitigate, remediate or bring end to actual or potential adverse impacts related to sustainability matters assessed to be material (phase-in) and result of such actions",narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,BP-2_27,ESRS 2,ESRS 2,BP-2,Disclosure of metrics related to sustainability matters assessed to be material (phase-in),narrative/numerical,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,SBM-1_21,ESRS 2,ESRS 2,SBM-1,"Description of sustainability-related goals in terms of significant groups of products and services, customer categories, geographical areas and relationships with stakeholders",narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,SBM-3_04,ESRS 2,ESRS 2,SBM-3,Disclosure of how material negative and positive impacts affect (or are likely to affect) people or environment,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,SBM-3_07,ESRS 2,ESRS 2,SBM-3,Description of nature of activities or business relationships through which undertaking is involved with material impacts,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-P_01,ESRS 2 MDR,ESRS 2,MDR-P,Description of key contents of policy,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-A_01,ESRS 2 MDR,ESRS 2,MDR-A,Disclosure of key action,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-A_04,ESRS 2 MDR,ESRS 2,MDR-A,"Description of key action taken, and its results, to provide for and cooperate in or support provision of remedy for those harmed by actual material impacts",narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-A_05,ESRS 2 MDR,ESRS 2,MDR-A,Disclosure of quantitative and qualitative information regarding progress of actions or action plans disclosed in prior periods,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-A_06,ESRS 2 MDR,ESRS 2,MDR-A,Disclosure of the type of current and future financial and other resources allocated to the action plan (Capex and Opex),narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-M_01,ESRS 2 MDR,ESRS 2,MDR-M,"Description of metric used to evaluate performance and effectiveness, in relation to material impact, risk or opportunity",narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-T_02,ESRS 2 MDR,ESRS 2,MDR-T,Measurable target,Decimal/Percent/narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-T_04,ESRS 2 MDR,ESRS 2,MDR-T,Description of scope of target,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-T_05,ESRS 2 MDR,ESRS 2,MDR-T,Baseline value,Integer,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-T_07,ESRS 2 MDR,ESRS 2,MDR-T,Period to which target applies,semi-narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-T_09,ESRS 2 MDR,ESRS 2,MDR-T,Description of methodologies and significant assumptions used to define target,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-T_10,ESRS 2 MDR,ESRS 2,MDR-T,Target related to environmental matters is based on conclusive scientific evidence,semi-narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-T_13,ESRS 2 MDR,ESRS 2,MDR-T,Description of performance against disclosed target,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-P_07,ESRS 2 MDR,ESRS 2,MDR-P,Disclosure of reasons for not having adopted policies,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-P_08,ESRS 2 MDR,ESRS 2,MDR-P,Disclosure of timeframe in which the undertakings aims to adopt policies,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-P_09,ESRS 2 MDR,ESRS 2,MDR-P,Sustainability matter(s) for which policies have not been adopted,semi-narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-A_13,ESRS 2 MDR,ESRS 2,MDR-A,Disclosure of reasons for not having adopted actions,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-A_14,ESRS 2 MDR,ESRS 2,MDR-A,Disclosure of timeframe in which the undertakings aims to adopt actions,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-A_15,ESRS 2 MDR,ESRS 2,MDR-A,Sustainability matter(s) for which actions have not been adopted,semi-narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-T_14,ESRS 2 MDR,ESRS 2,MDR-T,Disclosure of timeframe for setting of measurable outcome-oriented targets,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-T_16,ESRS 2 MDR,ESRS 2,MDR-T,"Effectiveness of policies and actions is tracked in relation to material sustainability-related impact, risk and opportunity",semi-narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-T_17,ESRS 2 MDR,ESRS 2,MDR-T,"Description of processes through which effectiveness of policies and actions is tracked in relation to material sustainability-related impact, risk and opportunity",narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-T_18,ESRS 2 MDR,ESRS 2,MDR-T,Description of defined level of ambition to be achieved and of any qualitative or quantitative indicators used to evaluate progress,narrative/numerical,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-T_20,ESRS 2 MDR,ESRS 2,MDR-T,Sustainability matter(s) for which targets have not been adopted,semi-narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,MDR-T_21,ESRS 2 MDR,ESRS 2,MDR-T,Disclosure of reason for not having adopted targets,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E1-2_01,ESRS E1,E1,E1-2,Sustainability matters addressed by policy for climate change,semi-narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E1.MDR-P_07-08,ESRS E1,ESRS 2,mdr_no_p,Disclosures to be reported in case the undertaking has not adopted policies,,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E1.MDR-A_01-12,ESRS E1,E1,E1-3,Actions and Resources related to climate change mitigation and adaptation [see ESRS 2 MDR-A],MDR-A,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E1.MDR-A_13-14,ESRS E1,ESRS 2,mdr_no_a,Disclosure to be reported if the undertaking has not adopted actions,,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E1.MDR-T_01-13,ESRS E1,E1,E1-4,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],MDR-T,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E1-4_01,ESRS E1,E1,E1-4,"Disclosure of whether and how GHG emissions reduction targets and (or) any other targets have been set to manage material climate-related impacts, risks and opportunities",narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E1-4_22,ESRS E1,E1,E1-4,GHG emission reduction target is science based and compatible with limiting global warming to one and half degrees Celsius,semi-narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E1.MDR-T_14-19,ESRS E1,ESRS 2,E1-4,Disclosure to be reported if the undertaking has not set any measurable outcome-oriented targets,,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E2.IRO-1_03,ESRS E2,E2,E2.IRO-1,Disclosure of results of materiality assessment (pollution),narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E2.MDR-P_07-08,ESRS E2,ESRS 2,mdr_no_p,Disclosures to be reported in case the undertaking has not adopted policies,,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E2.MDR-A_01-12,ESRS E2,E2,E2-2,Actions and resources in relation to pollution [see ESRS 2 MDR-A],MDR-A,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E2-2_01,ESRS E2,E2,E2-2,Layer in mitigation hierarchy to which action can be allocated to (pollution),semi-narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E2.MDR-A_13-14,ESRS E2,ESRS 2,mdr_no_a,Disclosures to be reported if the undertaking has not adopted actions,,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E2.MDR-T_01-13,ESRS E2,E2,E2-3,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],MDR-T,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E2-3_09,ESRS E2,E2,E2-3,Pollution-related target is mandatory (required by legislation)/voluntary,semi-narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E2.MDR-T_14-19,ESRS E2,ESRS 2,mdr_no_t,Disclosures to be reported if the undertaking has not adopted targets,mdr_no_t,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E3.MDR-P_07-08,ESRS E3,ESRS 2,mdr_no_p,Disclosures to be reported in case the undertaking has not adopted policies,,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E3.MDR-A_01-12,ESRS E3,E3,E3-2,Actions and resources in relation to water and marine resources [see ESRS 2 MDR-A],MDR-A,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E3-2_01,ESRS E3,E3,E3-2,Layer in mitigation hierarchy to which action and resources can be allocated to (water and marine resources),semi-narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E3.MDR-A_13-14,ESRS E3,ESRS 2,mdr_no_a,Disclosures to be reported if the undertaking has not adopted actions,,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E3.MDR-T_01-13,ESRS E3,E3,E3-3,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],MDR-T,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E3.MDR-T_14-19,ESRS E3,ESRS 2,mdr_no_t,Disclosures to be reported if the undertaking has not adopted targets,,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E4-1_09,ESRS E4,E4,E4-1,Include information about  its own operations and  explain how it is responding to material impacts in its related value chain,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E4-1_11,ESRS E4,E4,E4-1,Disclosure of contribution to impact drivers and possible mitigation actions following mitigation hierarchy and main path-dependencies and locked-in assets and resources that are associated with biodiversity and ecosystems change,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E4-2_01,ESRS E4,E4,E4-2,Disclosure on whether and how biodiversity and ecosystems-related policies relate to matters reported in E4 AR4,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E4-2_02,ESRS E4,E4,E4-2,Explanation of whether and  how biodiversity and ecosystems-related policy relates to material biodiversity and ecosystems-related impacts,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E4.MDR-P_07-08,ESRS E4,ESRS 2,mdr_no_p,Disclosures to be reported in case the undertaking has not adopted policies,,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E4.MDR-A_01-12,ESRS E4,E4,E4-3,Actions and resources in relation to biodiversity and ecosystems [see ESRS 2 - MDR-A],MDR-A,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E4-3_01,ESRS E4,E4,E4-3,Disclosure on how the mitigation hierarchy has been applied with regard to biodiversity and ecosystem actions,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E4-3_10,ESRS E4,E4,E4-3,"Disclosure of key stakeholders involved and how they are involved, key stakeholders negatively or positively impacted by action and how they are impacted",narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E4.MDR-A_13-14,ESRS E4,ESRS 2,mdr_no_a,Disclosures to be reported if the undertaking has not adopted actions,,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E4.MDR-T_01-13,ESRS E4,E4,E4-4,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],MDR-T,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E4.MDR-T_14-19,ESRS E4,ESRS 2,mdr_no_t,Disclosures to be reported if the undertaking has not adopted targets,,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E4-5_14,ESRS E4,E4,E4-5,Disclosure of how pathways of introduction and spread of invasive alien species and risks posed by invasive alien species are managed,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E5.IRO-1_01,ESRS E5,E5,E5.IRO-1,"Disclosure of whether the undertaking has screened its assets and activities in order to identify actual and potential impacts, risks and opportunities in own operations and upstream and downstream value chain, and if so, methodologies, assumptions and tools used",narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E5.MDR-P_07-08,ESRS E5,ESRS 2,mdr_no_p,Disclosures to be reported in case the undertaking has not adopted policies,,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E5.MDR-A_01-12,ESRS E5,E5,E5-2,Actions and resources in relation to resource use and circular economy [see ESRS 2 MDR-A],MDR-A,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E5.MDR-A_13-14,ESRS E5,ESRS 2,mdr_no_a,Disclosures to be reported if the undertaking has not adopted actions,,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E5.MDR-T_01-13,ESRS E5,E5,E5-3,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],MDR-T,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,E5.MDR-T_14-19,ESRS E5,ESRS 2,mdr_no_t,Disclosures to be reported if the undertaking has not adopted targets,,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1.SBM-3_03,ESRS S1,S1,S1.SBM-3,Material negative impacts occurrence (own workforce),semi-narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1.SBM-3_04,ESRS S1,S1,S1.SBM-3,Description of activities that result in positive impacts and types of employees and non-employees in its own workforce that are positively affected or could be positively affected,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1-1_08,ESRS S1,S1,S1-1,"Policies explicitly address trafficking in human beings, forced labour or compulsory labour and child labour",semi-narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1-1_10,ESRS S1,S1,S1-1,Specific policies aimed at elimination of discrimination are in place,semi-narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1-1_13,ESRS S1,S1,S1-1,"Disclosure of whether and how policies are implemented through specific procedures to ensure discrimination is prevented, mitigated and acted upon once detected, as well as to advance diversity and inclusion",narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1.MDR-P_07-08,ESRS S1,ESRS 2,mdr_no_p,Disclosures to be reported in case the undertaking has not adopted policies,,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1-2_01,ESRS S1,S1,S1-2,Disclosure of whether and how perspectives of own workforce  inform decisions or activities aimed at managing actual and potential  impacts,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1-2_08,ESRS S1,S1,S1-2,Statement in case the undertaking has not adopted a general process to engage with its own workforce,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1-2_09,ESRS S1,S1,S1-2,Disclosure of timeframe for adoption of general process to engage with its own workforce in case the undertaking has not adopted a general process for engagement,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1-3_10,ESRS S1,S1,S1-3,Statement in case the undertaking has not adopted a channel for raising concerns,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1-3_11,ESRS S1,S1,S1-3,Disclosure of timeframe for channel for raising concerns to be in place,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1.MDR-A_01-12,ESRS S1,S1,S1-4,"Action plans and resources to manage its material impacts, risks, and opportunities related to its own workforce [see ESRS 2 - MDR-A]",MDR-A,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1-4_01,ESRS S1,S1,S1-4,"Description of action taken, planned or underway to prevent or mitigate negative impacts on own workforce",narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1-4_02,ESRS S1,S1,S1-4,Disclosure on whether and how action has been taken to provide or enable remedy in relation to actual material impact,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1-4_03,ESRS S1,S1,S1-4,Description of additional initiatives or actions with primary purpose of delivering positive impacts for own workforce,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1-4_04,ESRS S1,S1,S1-4,Description of how effectiveness of actions and initiatives in delivering outcomes for own workforce is tracked and assessed,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1-4_05,ESRS S1,S1,S1-4,Description of process through which it identifies what action is needed and appropriate in response to particular actual or potential negative impact on own workforce,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1-4_09,ESRS S1,S1,S1-4,Disclosure of resources are allocated to the management of material impacts,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1-4_10,ESRS S1,S1,S1-4,Disclosure of general and specific approaches to addressing material negative impacts,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
A24,3-3-D-I-II,3-3,S1-4_11,ESRS S1,S1,S1-4,Disclosure of initiatives aimed at contributing to additional material positive impacts,narrative,can_be_covered_by,partial,table1,disclosure,186,very_high,direct,review
